id,filename,label,area,box,fold
F_00032,PennFudanPed/PNGImages/FudanPed00032.png,PASpersonWalking,34047.0,"[456, 162, 573, 453]",3
F_00033,PennFudanPed/PNGImages/FudanPed00033.png,PASpersonWalking,40727.0,"[165, 53, 304, 346]",4
F_00034,PennFudanPed/PNGImages/FudanPed00034.png,PASpersonWalking,41899.0,"[111, 37, 254, 330]",5
F_00035,PennFudanPed/PNGImages/FudanPed00035.png,PASpersonWalking,38252.0,"[64, 39, 195, 331]",5
F_00036,PennFudanPed/PNGImages/FudanPed00036.png,PASpersonWalking,27507.5,"[131, 98, 279, 394]",1
F_00036,PennFudanPed/PNGImages/FudanPed00036.png,PASpersonWalking,27507.5,"[802, 120, 937, 381]",1
F_00036,PennFudanPed/PNGImages/FudanPed00036.png,PASpersonWalking,27507.5,"[244, 133, 330, 363]",1
F_00036,PennFudanPed/PNGImages/FudanPed00036.png,PASpersonWalking,27507.5,"[726, 145, 789, 345]",1
F_00037,PennFudanPed/PNGImages/FudanPed00037.png,PASpersonWalking,22992.0,"[259, 63, 415, 349]",1
F_00037,PennFudanPed/PNGImages/FudanPed00037.png,PASpersonWalking,22992.0,"[190, 98, 209, 170]",1
F_00038,PennFudanPed/PNGImages/FudanPed00038.png,PASpersonWalking,51947.0,"[219, 44, 400, 331]",2
F_00039,PennFudanPed/PNGImages/FudanPed00039.png,PASpersonWalking,19394.0,"[137, 137, 199, 311]",3
F_00039,PennFudanPed/PNGImages/FudanPed00039.png,PASpersonWalking,19394.0,"[231, 130, 331, 410]",3
F_00040,PennFudanPed/PNGImages/FudanPed00040.png,PASpersonWalking,23562.0,"[201, 157, 279, 437]",5
F_00040,PennFudanPed/PNGImages/FudanPed00040.png,PASpersonWalking,23562.0,"[279, 172, 377, 430]",5
F_00041,PennFudanPed/PNGImages/FudanPed00041.png,PASpersonWalking,18834.0,"[351, 161, 439, 437]",1
F_00041,PennFudanPed/PNGImages/FudanPed00041.png,PASpersonWalking,18834.0,"[284, 181, 357, 439]",1
F_00041,PennFudanPed/PNGImages/FudanPed00041.png,PASpersonWalking,18834.0,"[42, 186, 110, 388]",1
F_00042,PennFudanPed/PNGImages/FudanPed00042.png,PASpersonWalking,28158.0,"[159, 186, 250, 470]",1
F_00042,PennFudanPed/PNGImages/FudanPed00042.png,PASpersonWalking,28158.0,"[288, 156, 392, 449]",1
F_00043,PennFudanPed/PNGImages/FudanPed00043.png,PASpersonStanding,27232.0,"[64, 139, 147, 426]",2
F_00043,PennFudanPed/PNGImages/FudanPed00043.png,PASpersonStanding,27232.0,"[156, 139, 248, 435]",2
F_00043,PennFudanPed/PNGImages/FudanPed00043.png,PASpersonStanding,27232.0,"[261, 128, 358, 431]",2
F_00044,PennFudanPed/PNGImages/FudanPed00044.png,PASpersonWalking,26584.5,"[246, 170, 340, 462]",3
F_00044,PennFudanPed/PNGImages/FudanPed00044.png,PASpersonWalking,26584.5,"[337, 175, 426, 464]",3
F_00044,PennFudanPed/PNGImages/FudanPed00044.png,PASpersonWalking,26584.5,"[37, 129, 181, 492]",3
F_00044,PennFudanPed/PNGImages/FudanPed00044.png,PASpersonWalking,26584.5,"[436, 157, 501, 402]",3
F_00045,PennFudanPed/PNGImages/FudanPed00045.png,PASpersonStanding,25330.0,"[198, 198, 294, 481]",5
F_00045,PennFudanPed/PNGImages/FudanPed00045.png,PASpersonWalking,25330.0,"[319, 201, 404, 499]",5
F_00045,PennFudanPed/PNGImages/FudanPed00045.png,PASpersonWalking,25330.0,"[395, 212, 469, 495]",5
F_00046,PennFudanPed/PNGImages/FudanPed00046.png,PASpersonWalking,14281.0,"[178, 123, 271, 410]",3
F_00046,PennFudanPed/PNGImages/FudanPed00046.png,PASpersonWalking,14281.0,"[299, 114, 370, 335]",3
F_00046,PennFudanPed/PNGImages/FudanPed00046.png,PASpersonStanding,14281.0,"[446, 104, 507, 315]",3
F_00046,PennFudanPed/PNGImages/FudanPed00046.png,PASpersonWalking,14281.0,"[521, 119, 565, 258]",3
F_00047,PennFudanPed/PNGImages/FudanPed00047.png,PASpersonWalking,13688.0,"[272, 198, 371, 482]",2
F_00047,PennFudanPed/PNGImages/FudanPed00047.png,PASpersonWalking,13688.0,"[31, 195, 90, 427]",2
F_00047,PennFudanPed/PNGImages/FudanPed00047.png,PASpersonWalking,13688.0,"[384, 185, 430, 298]",2
F_00048,PennFudanPed/PNGImages/FudanPed00048.png,PASpersonWalking,24819.0,"[6, 242, 84, 535]",1
F_00048,PennFudanPed/PNGImages/FudanPed00048.png,PASpersonWalking,24819.0,"[79, 231, 144, 455]",1
F_00048,PennFudanPed/PNGImages/FudanPed00048.png,PASpersonWalking,24819.0,"[158, 219, 251, 507]",1
F_00048,PennFudanPed/PNGImages/FudanPed00048.png,PASpersonWalking,24819.0,"[460, 263, 580, 544]",1
F_00049,PennFudanPed/PNGImages/FudanPed00049.png,PASpersonStanding,29458.0,"[127, 123, 213, 412]",4
F_00049,PennFudanPed/PNGImages/FudanPed00049.png,PASpersonStanding,29458.0,"[214, 106, 317, 392]",4
F_00049,PennFudanPed/PNGImages/FudanPed00049.png,PASpersonStanding,29458.0,"[315, 107, 435, 387]",4
F_00050,PennFudanPed/PNGImages/FudanPed00050.png,PASpersonWalking,22404.0,"[33, 203, 135, 484]",4
F_00050,PennFudanPed/PNGImages/FudanPed00050.png,PASpersonWalking,22404.0,"[291, 205, 369, 412]",4
F_00051,PennFudanPed/PNGImages/FudanPed00051.png,PASpersonWalking,26220.0,"[126, 191, 218, 476]",1
F_00052,PennFudanPed/PNGImages/FudanPed00052.png,PASpersonWalking,30906.0,"[206, 189, 308, 492]",3
F_00053,PennFudanPed/PNGImages/FudanPed00053.png,PASpersonWalking,29946.5,"[94, 169, 195, 432]",3
F_00053,PennFudanPed/PNGImages/FudanPed00053.png,PASpersonStanding,29946.5,"[389, 150, 499, 453]",3
F_00054,PennFudanPed/PNGImages/FudanPed00054.png,PASpersonWalking,15478.0,"[97, 135, 182, 418]",4
F_00054,PennFudanPed/PNGImages/FudanPed00054.png,PASpersonWalking,15478.0,"[287, 114, 358, 332]",4
F_00054,PennFudanPed/PNGImages/FudanPed00054.png,PASpersonWalking,15478.0,"[364, 121, 437, 329]",4
F_00055,PennFudanPed/PNGImages/FudanPed00055.png,PASpersonWalking,45408.0,"[148, 178, 277, 530]",4
F_00056,PennFudanPed/PNGImages/FudanPed00056.png,PASpersonWalking,26950.0,"[439, 247, 537, 522]",3
F_00056,PennFudanPed/PNGImages/FudanPed00056.png,PASpersonWalking,26950.0,"[200, 259, 270, 529]",3
F_00056,PennFudanPed/PNGImages/FudanPed00056.png,PASpersonWalking,26950.0,"[252, 256, 374, 528]",3
F_00057,PennFudanPed/PNGImages/FudanPed00057.png,PASpersonWalking,19610.0,"[22, 91, 143, 406]",2
F_00057,PennFudanPed/PNGImages/FudanPed00057.png,PASpersonWalking,19610.0,"[131, 93, 205, 358]",2
F_00057,PennFudanPed/PNGImages/FudanPed00057.png,PASpersonWalking,19610.0,"[237, 83, 312, 356]",2
F_00057,PennFudanPed/PNGImages/FudanPed00057.png,PASpersonWalking,19610.0,"[343, 117, 388, 267]",2
F_00057,PennFudanPed/PNGImages/FudanPed00057.png,PASpersonWalking,19610.0,"[386, 116, 427, 250]",2
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonWalking,1936.5,"[145, 92, 261, 463]",3
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonStanding,1936.5,"[43, 123, 64, 211]",3
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonWalking,1936.5,"[289, 102, 341, 280]",3
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonWalking,1936.5,"[353, 97, 406, 276]",3
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonWalking,1936.5,"[427, 126, 446, 182]",3
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonStanding,1936.5,"[462, 126, 474, 171]",3
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonStanding,1936.5,"[473, 133, 489, 183]",3
F_00058,PennFudanPed/PNGImages/FudanPed00058.png,PASpersonWalking,1936.5,"[492, 121, 517, 202]",3
F_00059,PennFudanPed/PNGImages/FudanPed00059.png,PASpersonWalking,27600.0,"[35, 54, 135, 330]",4
F_00059,PennFudanPed/PNGImages/FudanPed00059.png,PASpersonWalking,27600.0,"[159, 36, 252, 329]",4
F_00059,PennFudanPed/PNGImages/FudanPed00059.png,PASpersonWalking,27600.0,"[270, 45, 380, 328]",4
F_00060,PennFudanPed/PNGImages/FudanPed00060.png,PASpersonWalking,28634.0,"[188, 141, 291, 427]",5
F_00060,PennFudanPed/PNGImages/FudanPed00060.png,PASpersonWalking,28634.0,"[293, 130, 384, 430]",5
F_00060,PennFudanPed/PNGImages/FudanPed00060.png,PASpersonWalking,28634.0,"[395, 149, 498, 427]",5
F_00061,PennFudanPed/PNGImages/FudanPed00061.png,PASpersonWalking,28583.0,"[165, 70, 266, 353]",1
F_00061,PennFudanPed/PNGImages/FudanPed00061.png,PASpersonWalking,28583.0,"[343, 86, 429, 381]",1
F_00061,PennFudanPed/PNGImages/FudanPed00061.png,PASpersonWalking,28583.0,"[406, 85, 531, 387]",1
F_00062,PennFudanPed/PNGImages/FudanPed00062.png,PASpersonStanding,24568.0,"[175, 25, 255, 321]",5
F_00062,PennFudanPed/PNGImages/FudanPed00062.png,PASpersonStanding,24568.0,"[291, 34, 377, 330]",5
F_00063,PennFudanPed/PNGImages/FudanPed00063.png,PASpersonWalking,810.0,"[29, 38, 114, 332]",2
F_00063,PennFudanPed/PNGImages/FudanPed00063.png,PASpersonWalking,810.0,"[156, 42, 262, 329]",2
F_00063,PennFudanPed/PNGImages/FudanPed00063.png,PASpersonWalking,810.0,"[312, 54, 330, 99]",2
F_00063,PennFudanPed/PNGImages/FudanPed00063.png,PASpersonWalking,810.0,"[297, 54, 303, 73]",2
F_00063,PennFudanPed/PNGImages/FudanPed00063.png,PASpersonWalking,810.0,"[305, 53, 310, 73]",2
F_00064,PennFudanPed/PNGImages/FudanPed00064.png,PASpersonWalking,28611.0,"[141, 98, 240, 387]",4
F_00064,PennFudanPed/PNGImages/FudanPed00064.png,PASpersonWalking,28611.0,"[317, 101, 400, 395]",4
F_00064,PennFudanPed/PNGImages/FudanPed00064.png,PASpersonWalking,28611.0,"[400, 112, 517, 407]",4
F_00065,PennFudanPed/PNGImages/FudanPed00065.png,PASpersonStanding,24871.0,"[29, 69, 147, 382]",2
F_00065,PennFudanPed/PNGImages/FudanPed00065.png,PASpersonStanding,24871.0,"[147, 84, 242, 385]",2
F_00065,PennFudanPed/PNGImages/FudanPed00065.png,PASpersonStanding,24871.0,"[234, 70, 311, 393]",2
F_00065,PennFudanPed/PNGImages/FudanPed00065.png,PASpersonStanding,24871.0,"[342, 88, 430, 351]",2
F_00065,PennFudanPed/PNGImages/FudanPed00065.png,PASpersonWalking,24871.0,"[13, 58, 64, 183]",2
F_00066,PennFudanPed/PNGImages/FudanPed00066.png,PASpersonWalking,24381.0,"[248, 50, 329, 351]",2
F_00067,PennFudanPed/PNGImages/FudanPed00067.png,PASpersonWalking,36112.0,"[62, 79, 184, 375]",1
F_00068,PennFudanPed/PNGImages/FudanPed00068.png,PASpersonWalking,20355.0,"[249, 66, 318, 361]",3
F_00069,PennFudanPed/PNGImages/FudanPed00069.png,PASpersonWalking,29300.0,"[215, 70, 315, 363]",2
F_00070,PennFudanPed/PNGImages/FudanPed00070.png,PASpersonWalking,24108.0,"[288, 70, 370, 364]",5
F_00071,PennFudanPed/PNGImages/FudanPed00071.png,PASpersonWalking,25813.0,"[121, 44, 246, 330]",2
F_00071,PennFudanPed/PNGImages/FudanPed00071.png,PASpersonWalking,25813.0,"[256, 37, 339, 348]",2
F_00071,PennFudanPed/PNGImages/FudanPed00071.png,PASpersonWalking,25813.0,"[226, 52, 255, 119]",2
F_00072,PennFudanPed/PNGImages/FudanPed00072.png,PASpersonWalking,26572.0,"[48, 40, 139, 332]",3
F_00073,PennFudanPed/PNGImages/FudanPed00073.png,PASpersonWalking,29205.0,"[56, 66, 159, 360]",2
F_00073,PennFudanPed/PNGImages/FudanPed00073.png,PASpersonWalking,29205.0,"[193, 59, 289, 352]",2
F_00074,PennFudanPed/PNGImages/FudanPed00074.png,PASpersonStanding,22776.0,"[48, 51, 126, 351]",3
F_00074,PennFudanPed/PNGImages/FudanPed00074.png,PASpersonStanding,22776.0,"[178, 61, 256, 345]",3
P_00001,PennFudanPed/PNGImages/PennPed00001.png,PASpersonWalking,24288.0,"[83, 66, 197, 353]",1
P_00001,PennFudanPed/PNGImages/PennPed00001.png,PASpersonWalking,24288.0,"[265, 75, 355, 338]",1
P_00001,PennFudanPed/PNGImages/PennPed00001.png,PASpersonWalking,24288.0,"[403, 38, 501, 348]",1
P_00001,PennFudanPed/PNGImages/PennPed00001.png,PASpersonWalking,24288.0,"[514, 65, 610, 318]",1
P_00001,PennFudanPed/PNGImages/PennPed00001.png,PASpersonStanding,24288.0,"[206, 25, 266, 196]",1
P_00002,PennFudanPed/PNGImages/PennPed00002.png,PASpersonWalking,21287.0,"[9, 84, 97, 304]",4
P_00002,PennFudanPed/PNGImages/PennPed00002.png,PASpersonWalking,21287.0,"[83, 45, 165, 298]",4
P_00002,PennFudanPed/PNGImages/PennPed00002.png,PASpersonWalking,21287.0,"[268, 84, 370, 298]",4
P_00002,PennFudanPed/PNGImages/PennPed00002.png,PASpersonWalking,21287.0,"[363, 33, 516, 335]",4
P_00002,PennFudanPed/PNGImages/PennPed00002.png,PASpersonWalking,21287.0,"[576, 75, 713, 362]",4
P_00002,PennFudanPed/PNGImages/PennPed00002.png,PASpersonWalking,21287.0,"[517, 92, 608, 300]",4
P_00003,PennFudanPed/PNGImages/PennPed00003.png,PASpersonWalking,37700.0,"[8, 33, 174, 365]",1
P_00003,PennFudanPed/PNGImages/PennPed00003.png,PASpersonWalking,37700.0,"[452, 64, 531, 353]",1
P_00003,PennFudanPed/PNGImages/PennPed00003.png,PASpersonWalking,37700.0,"[531, 91, 661, 381]",1
P_00004,PennFudanPed/PNGImages/PennPed00004.png,PASpersonWalking,28812.0,"[67, 61, 170, 410]",4
P_00004,PennFudanPed/PNGImages/PennPed00004.png,PASpersonWalking,28812.0,"[155, 91, 253, 385]",4
P_00004,PennFudanPed/PNGImages/PennPed00004.png,PASpersonWalking,28812.0,"[228, 94, 325, 391]",4
P_00004,PennFudanPed/PNGImages/PennPed00004.png,PASpersonWalking,28812.0,"[417, 101, 516, 391]",4
P_00004,PennFudanPed/PNGImages/PennPed00004.png,PASpersonWalking,28812.0,"[595, 112, 734, 397]",4
P_00005,PennFudanPed/PNGImages/PennPed00005.png,PASpersonStanding,25025.0,"[68, 130, 159, 405]",2
P_00005,PennFudanPed/PNGImages/PennPed00005.png,PASpersonStanding,25025.0,"[165, 154, 252, 410]",2
P_00005,PennFudanPed/PNGImages/PennPed00005.png,PASpersonWalking,25025.0,"[263, 144, 415, 439]",2
P_00005,PennFudanPed/PNGImages/PennPed00005.png,PASpersonWalking,25025.0,"[540, 169, 666, 440]",2
P_00005,PennFudanPed/PNGImages/PennPed00005.png,PASpersonStanding,25025.0,"[602, 156, 701, 396]",2
P_00006,PennFudanPed/PNGImages/PennPed00006.png,PASpersonWalking,29268.0,"[111, 72, 199, 412]",5
P_00006,PennFudanPed/PNGImages/PennPed00006.png,PASpersonWalking,29268.0,"[231, 96, 329, 388]",5
P_00006,PennFudanPed/PNGImages/PennPed00006.png,PASpersonWalking,29268.0,"[443, 108, 608, 435]",5
P_00006,PennFudanPed/PNGImages/PennPed00006.png,PASpersonWalking,29268.0,"[3, 102, 69, 397]",5
P_00007,PennFudanPed/PNGImages/PennPed00007.png,PASpersonWalking,27775.0,"[42, 60, 165, 350]",4
P_00007,PennFudanPed/PNGImages/PennPed00007.png,PASpersonWalking,27775.0,"[127, 83, 201, 359]",4
P_00007,PennFudanPed/PNGImages/PennPed00007.png,PASpersonWalking,27775.0,"[187, 76, 309, 369]",4
P_00007,PennFudanPed/PNGImages/PennPed00007.png,PASpersonWalking,27775.0,"[299, 76, 381, 400]",4
P_00007,PennFudanPed/PNGImages/PennPed00007.png,PASpersonWalking,27775.0,"[426, 68, 527, 343]",4
P_00008,PennFudanPed/PNGImages/PennPed00008.png,PASpersonWalking,32055.0,"[47, 71, 177, 366]",2
P_00008,PennFudanPed/PNGImages/PennPed00008.png,PASpersonWalking,32055.0,"[199, 77, 305, 329]",2
P_00008,PennFudanPed/PNGImages/PennPed00008.png,PASpersonWalking,32055.0,"[256, 74, 394, 345]",2
P_00008,PennFudanPed/PNGImages/PennPed00008.png,PASpersonWalking,32055.0,"[343, 53, 421, 278]",2
P_00009,PennFudanPed/PNGImages/PennPed00009.png,PASpersonWalking,20700.0,"[47, 85, 147, 292]",4
P_00009,PennFudanPed/PNGImages/PennPed00009.png,PASpersonWalking,20700.0,"[163, 87, 240, 348]",4
P_00009,PennFudanPed/PNGImages/PennPed00009.png,PASpersonWalking,20700.0,"[225, 86, 300, 307]",4
P_00009,PennFudanPed/PNGImages/PennPed00009.png,PASpersonWalking,20700.0,"[316, 81, 391, 369]",4
P_00009,PennFudanPed/PNGImages/PennPed00009.png,PASpersonWalking,20700.0,"[375, 100, 471, 351]",4
P_00009,PennFudanPed/PNGImages/PennPed00009.png,PASpersonWalking,20700.0,"[470, 94, 559, 395]",4
P_00009,PennFudanPed/PNGImages/PennPed00009.png,PASpersonWalking,20700.0,"[533, 90, 605, 376]",4
P_00010,PennFudanPed/PNGImages/PennPed00010.png,PASpersonStanding,38001.5,"[18, 59, 103, 340]",4
P_00010,PennFudanPed/PNGImages/PennPed00010.png,PASpersonStanding,38001.5,"[186, 56, 262, 337]",4
P_00010,PennFudanPed/PNGImages/PennPed00010.png,PASpersonWalking,38001.5,"[309, 141, 437, 493]",4
P_00010,PennFudanPed/PNGImages/PennPed00010.png,PASpersonWalking,38001.5,"[475, 76, 619, 451]",4
P_00010,PennFudanPed/PNGImages/PennPed00010.png,PASpersonWalking,38001.5,"[392, 58, 485, 421]",4
P_00010,PennFudanPed/PNGImages/PennPed00010.png,PASpersonWalking,38001.5,"[563, 36, 681, 394]",4
P_00011,PennFudanPed/PNGImages/PennPed00011.png,PASpersonWalking,29242.5,"[92, 62, 236, 344]",2
P_00011,PennFudanPed/PNGImages/PennPed00011.png,PASpersonWalking,29242.5,"[242, 52, 301, 355]",2
P_00012,PennFudanPed/PNGImages/PennPed00012.png,PASpersonWalking,27538.0,"[114, 122, 212, 403]",2
P_00013,PennFudanPed/PNGImages/PennPed00013.png,PASpersonWalking,29425.5,"[98, 79, 210, 359]",4
P_00013,PennFudanPed/PNGImages/PennPed00013.png,PASpersonWalking,29425.5,"[259, 96, 364, 359]",4
P_00013,PennFudanPed/PNGImages/PennPed00013.png,PASpersonWalking,29425.5,"[384, 81, 498, 355]",4
P_00013,PennFudanPed/PNGImages/PennPed00013.png,PASpersonWalking,29425.5,"[215, 91, 257, 193]",4
P_00014,PennFudanPed/PNGImages/PennPed00014.png,PASpersonWalking,20484.5,"[127, 40, 206, 229]",2
P_00014,PennFudanPed/PNGImages/PennPed00014.png,PASpersonWalking,20484.5,"[209, 69, 312, 337]",2
P_00014,PennFudanPed/PNGImages/PennPed00014.png,PASpersonWalking,20484.5,"[354, 60, 448, 337]",2
P_00014,PennFudanPed/PNGImages/PennPed00014.png,PASpersonWalking,20484.5,"[286, 41, 353, 225]",2
P_00015,PennFudanPed/PNGImages/PennPed00015.png,PASpersonWalking,46494.0,"[123, 98, 280, 414]",2
P_00015,PennFudanPed/PNGImages/PennPed00015.png,PASpersonWalking,46494.0,"[286, 91, 448, 378]",2
P_00015,PennFudanPed/PNGImages/PennPed00015.png,PASpersonWalking,46494.0,"[749, 94, 834, 382]",2
P_00016,PennFudanPed/PNGImages/PennPed00016.png,PASpersonStanding,26877.0,"[86, 51, 146, 362]",3
P_00016,PennFudanPed/PNGImages/PennPed00016.png,PASpersonStanding,26877.0,"[236, 93, 329, 382]",3
P_00016,PennFudanPed/PNGImages/PennPed00016.png,PASpersonStanding,26877.0,"[468, 66, 579, 367]",3
P_00017,PennFudanPed/PNGImages/PennPed00017.png,PASpersonWalking,34943.0,"[115, 50, 204, 387]",1
P_00017,PennFudanPed/PNGImages/PennPed00017.png,PASpersonWalking,34943.0,"[259, 49, 398, 336]",1
P_00018,PennFudanPed/PNGImages/PennPed00018.png,PASpersonWalking,21479.5,"[65, 32, 145, 327]",2
P_00018,PennFudanPed/PNGImages/PennPed00018.png,PASpersonWalking,21479.5,"[181, 69, 262, 308]",2
P_00019,PennFudanPed/PNGImages/PennPed00019.png,PASpersonWalking,25899.0,"[17, 78, 106, 356]",3
P_00019,PennFudanPed/PNGImages/PennPed00019.png,PASpersonWalking,25899.0,"[160, 70, 249, 361]",3
P_00019,PennFudanPed/PNGImages/PennPed00019.png,PASpersonWalking,25899.0,"[315, 60, 390, 364]",3
P_00019,PennFudanPed/PNGImages/PennPed00019.png,PASpersonWalking,25899.0,"[368, 47, 474, 370]",3
P_00019,PennFudanPed/PNGImages/PennPed00019.png,PASpersonWalking,25899.0,"[464, 75, 539, 362]",3
P_00019,PennFudanPed/PNGImages/PennPed00019.png,PASpersonWalking,25899.0,"[525, 80, 639, 375]",3
P_00019,PennFudanPed/PNGImages/PennPed00019.png,PASpersonWalking,25899.0,"[600, 78, 704, 375]",3
